Desc,Cantidad,Valor,Fecha,Lugar,UUID
Derecho Apto/Airport Fee,1,47.02,2014-07-10T13:56:07,29176,85933F4F-4DB5-47F8-8A66-B562CBE273CE
Consumo de Alimentos,1,188.79,2014-07-07T11:35:03,10700,16D0B9D3-CAD5-44EC-9918-67B20D5048B8
CONSUMO,1,141.38,2014-05-23T00:25:53,3020,E6900F4F-08BE-4978-B004-930D9290B495
CONSUMO DE ALIMENTOS,1,255.18,2014-07-30T18:36:55,0,0DCF3B5C-70E1-4703-ADF1-37BB8E5C3775
Pago de peaje efectivo,1,60.34,2014-08-24T23:14:35,62130,F260BDAB-AAF5-41AC-8EAC-7EA2152D3446
Pago de peaje efectivo,1,60.34,2014-08-24T23:14:35,62130,F260BDAB-AAF5-41AC-8EAC-7EA2152D3446
Pago de peaje efectivo,1,60.34,2014-08-24T23:14:35,62130,F260BDAB-AAF5-41AC-8EAC-7EA2152D3446
Pago de peaje efectivo,1,60.34,2014-08-24T23:14:35,62130,F260BDAB-AAF5-41AC-8EAC-7EA2152D3446
Servicio-CONSUMO TICKET 05 25/07/14,1,646.55,2014-07-28T10:31:48,4200,6FB36848-0F16-476D-965F-91540C3724E2
CONSUMO,1,370.69,2014-09-19T19:29:35,20234,86DE0A08-90B7-4129-9843-41EC1CC90326
COCA ZERO GRANDE,1,29.31,2014-04-03T09:37:14,36250,D1285D0E-CA5A-4ADC-AD27-4219A05F84E7
CHEESEBURGUER FLATBREAD,1,106.9,2014-04-03T09:37:14,36250,D1285D0E-CA5A-4ADC-AD27-4219A05F84E7
CONSUMO,1,81.9,2014-04-13T21:49:51,44110,5F7C7775-2027-427B-AE9F-8A47502AEA65
Yogbb 6P Danup 250,1,34.5,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Yoghurt DanUp Beb,1,34.5,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Yogbb 6P Danup 250,1,34.5,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Ag Purif Epura 5 L,1,13,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Cafe Pcielo 415 G,2,85,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Tndor Selecto 25Pz,1,11.98,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Filtro Ces Pcafe,1,21.55,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Jugo Unico Fresco,1,23.2,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
Jugo Unico Fresco,2,23.2,2014-07-28T10:36:39,3310,D738EB6F-0335-415F-B165-9808EBE7F7DD
"COMPLETA PIZZA ITALIANA 18""",1,141.11,2014-09-09T22:54:26,32610,6D25999A-0084-4802-9A49-554EBBE69A93
CROISANT RELLENO PZ,45,6.99,2014-07-28T17:59:59,,E361CBFD-8016-E441-8706-22D0CDF88874
USO DE ESTACIONAMIENTO,1,385.35,2014-05-31T11:58:34,11800,5A277232-10D9-4ABF-A8BA-B94905ACBD32
AGUA LIMON LEVITE 500 MILILITR,12,7.8,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
AZUCAR ESTANDAR SORIANA 1 KG,2,14.9,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
CAFE SOL TASTERS CHOICE 100 GR,1,85,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
GALLETA CHOCOLATE EMPERADOR 48,1,39.5,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
GALLETAS PRESIDENTE PAQ 350 GR,3,45,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
REFRESCO LIMA/LIMON 7 UP 600 M,2,7.76,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
REFRESCO SIX PACK LATA 355 ML,1,34.48,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
SERVILLETA CLASS KLENEX 200 PZ,1,51.29,2014-05-02T12:05:13,4830,53477324-49C7-4FB1-8B9C-9944A1F6DCD8
Consumo Alimentos,1,76.29,2014-07-15T14:38:31,45089,395C4E5A-3A5F-407D-A942-D2D3CC85D984
CONSUMO,1,1432.76,2014-04-24T19:29:53,30830,84bf1da5-cb82-43e6-8959-6689cda5d942
CONSUMO SEGÚN FOLIO 6110 DE FECHA 21/03/2014,1,115.52,2014-03-23T17:20:35,45659,0af57382-e097-4deb-9078-3b545c1f5883
CONSUMO DE ALIMENTOS,1,155.17,2014-06-05T10:27:50,27100,0078111B-C704-4D93-9CC7-65D650B41BDC
ALIMENTOS,1,187.07,2014-04-11T16:45:18,37260,cdadbeee-bc71-44e3-9e5e-c3c9db21d958
ALIMENTOS Y BEBIDAS,1,275,2014-05-27T17:19:37,,edb61572-28ef-4ba0-8171-bddf9434f308
Consumo                            (  3),1,397.44,2014-08-15T11:35:49,86037,9f5cd4d0-6f2b-4f58-b206-0d685c3464b1
CONSUMO DE ALIMENTOS,1,600.86,2014-09-25T17:20:35,80060,0C977E09-E81A-4CA1-B34C-30422191A4E8
CONSUMO,1,231.69,2014-04-27T18:54:32,32618,76B53D4E-2433-4992-BBBB-8C76980AAA62
CONSUMO DE ALIMENTOS,1,303.02,2014-06-30T10:02:22,53100,9e070a5b-0ec9-44ad-bd05-5a8ba747aa7f
ALIMENTOS Y BEBIDA,1,78.62,2014-09-28T18:53:54,72470,A9FF9EF7-3756-4042-9112-F5A4DE7552A4
ALIMENTOS Y BEBIDA,1,100.09,2014-09-28T18:53:54,72470,A9FF9EF7-3756-4042-9112-F5A4DE7552A4
PEAJE SUPER VIA,1,27.59,2014-07-20T08:25:54,52772,E745242C-20F1-93D6-D66A-BBF1A5D25298
ALIMENTOS Y BEBIDAS,1,135.35,2014-08-27T15:14:14,,ca8c59c9-bc65-4796-bc13-7c0615f33e23
CONSUMO,1,73.28,2014-03-24T21:04:18,88280,04A17E7B-9361-48C1-AB5F-F0BF183F3508
ALIMENTOS Y BEBIDA,1,118.1,2014-06-30T16:30:28,36644,5927A865-7EEF-4CD4-A92A-0811A9F3CD46
MINI BOLLOS RELLENOS ROAST BEEF/PAVO 12 PZ KIRKLAND SIGNATURE,2,113.77,2014-09-10T13:25:35,78394,4A8E1EF0-B5AE-43FC-9FFF-F009C47E2297
REFRESCO EN LATA 24/355 ML JARRITOS SURTIDO,1,79.29,2014-09-10T13:25:35,78394,4A8E1EF0-B5AE-43FC-9FFF-F009C47E2297
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
GV PLATO TERMICO CH,1,8.62,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
GV TENEDOR PREMIUM,1,14.57,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
COCA COLA,1,18.97,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
ROSCA CRUNCH,1,59,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
COCA COLA LIGHT,1,18.02,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
COCA COLA LIGHT,1,18.02,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
LIFT MANZANA,1,10.67,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
BAGUETTE TEMPORADA,1,15.52,2014-07-08T14:29:23,31238,1C28364F-3A29-4AF0-9737-019B07549129
COCA COLA,2,22.4138,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
PAQ. HUEVOS NORTENOS,1,105.1724,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
ADICIONAL QUESO OAXACA,1,18.1034,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
PAQ. OMELETTE CON QUESO,1,105.1724,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
C O N S U M O,1,82.77,2014-04-30T11:08:59,81200,B2CDFDE4-4498-4D81-9076-02AA3C619433
PROPINA,1,9,2014-04-30T11:08:59,81200,B2CDFDE4-4498-4D81-9076-02AA3C619433
CONSUMO DE ALIMENTOS,1,236.21,2014-09-01T12:05:41,68050,92333190-A3FD-489A-8979-A31B48A337D2
PROPINA,1,27,2014-09-01T12:05:41,68050,92333190-A3FD-489A-8979-A31B48A337D2
1 - CONSUMO DE ALIMENTOS,1,172.41,2014-07-10T15:05:03,24030,8C99AF9B-E7A4-459E-8EE0-8A9EF071FCB5
CONSUMO DEL 21/08/2014,1,618.1,2014-08-21T19:43:22,4920,EDFA549C-6E4E-4F80-8DEF-EB201E763332
CONSUMO DE ALIMENTO,1,197.41,2014-09-22T22:13:44,58270,E849D6BD-D85E-4F34-B0FF-D823751521F9
CONSUMO DE ALIMENTOS,1,84.48,2014-07-24T16:18:34,3580,292ada45-ff57-4702-bcd0-130b2fbd3465
Alimentos,1,297.41,2014-09-10T16:32:44,87027,121B9339-184C-47D7-BF8F-87E40E6CCC93
PQT. DE ALIMENTOS TASA 16.00% (CONSUMO:2014-05-20),1,487.07,2014-05-21T15:38:46,64840,B977305A-72F1-6231-640E-52B2C14914F6
CONSUMO,1,128.45,2014-06-19T19:34:36,3100,af946ee1-1738-4d35-9912-ef58111130b7
Cafe Americano,1,18.97,2014-08-27T12:00:37,54030,9B2CE322-9CA8-4AB3-BBA6-5E8B437A8437
Cafe Capuchino,1,29.31,2014-08-27T12:00:37,54030,9B2CE322-9CA8-4AB3-BBA6-5E8B437A8437
C Meg XT Clas CH,1,85.34,2014-09-23T08:44:39,5120,006C5F2E-CAE0-4498-9288-0241C1949D8A
Com Whop Q CH,1,59.48,2014-09-23T08:44:39,5120,006C5F2E-CAE0-4498-9288-0241C1949D8A
CONSUMO,1,443.1,2014-07-25T10:21:21,6700,C19236E1-2B9A-4E15-9604-8906536D4F3B
IVA   16.00  0.00   CONSUMO,1,302.586207,2014-05-21T18:39:34,37700,320DE9DE-3AFD-4A72-8025-50CECBD8146F
CONSUMO,1,180.17,2014-09-30T09:21:46,78230,28B15BE1-8FDC-499C-BCDF-F5B77358EC88
Tiempo y KM,3,328.05,2014-06-12T18:17:31,83220,0F0FB928-5BC0-4CE4-8310-73EEBFCA9377
Seguro Basico,3,170,2014-06-12T18:17:31,83220,0F0FB928-5BC0-4CE4-8310-73EEBFCA9377
Cargo de Aeropuerto,1,224.12,2014-06-12T18:17:31,83220,0F0FB928-5BC0-4CE4-8310-73EEBFCA9377
Cero Deducible,3,160,2014-06-12T18:17:31,83220,0F0FB928-5BC0-4CE4-8310-73EEBFCA9377
18/335ML JUGO LATA,1,117.54,2014-09-12T10:56:31,57000,1826EC78-269E-4189-88BD-F7BE53AB4EE1
18/335ML JUGO LATA,1,117.54,2014-09-12T10:56:31,57000,1826EC78-269E-4189-88BD-F7BE53AB4EE1
INTERCAMBIO DE CARTUCHO DE TINTA HP NEGRO C9351A  (21) CON 8,1,120,2014-06-09T18:26:08,66450,5B95C1C2-7746-40C8-9A9F-F808BFD8F161
CONSUMO,1,127.28,2014-09-14T19:44:31,58260,C1E085EB-DDE5-4B09-AFC6-E6FA890657A2
TRANSPORTACION DE PASAJE,1,390,2014-07-19T13:10:50,44190,c42c0c1f-0257-4e78-8e39-a68d530c1ff4
COPIAS BN T/CARTA,220,0.25,2014-07-01T11:29:34,32340,55B15047-7C65-42C0-A47A-7E1B6318F11E
ENGARGOLADO T/CARTA 3/4,1,31,2014-07-01T11:29:34,32340,55B15047-7C65-42C0-A47A-7E1B6318F11E
IMPRESION BN T/CARTA,6,2,2014-07-01T11:29:34,32340,55B15047-7C65-42C0-A47A-7E1B6318F11E
RENTA DE EQUIPO DE COMPUTO,1,15,2014-07-01T11:29:34,32340,55B15047-7C65-42C0-A47A-7E1B6318F11E
CONSUMO SEGÚN FOLIO 6235 DE FECHA 06/05/2014,1,4146.55,2014-05-12T17:36:59,6600,34d9afcf-bd9f-41cd-8e95-38a0667c7fff
SERVICIO ESPECIAL AEROPUERTO-HOLIDAY INN FOLIO 377643,1,290,2014-09-03T08:48:45,58920,13DC6CEB-22C6-475F-9B12-2A6BA4D2E6C2
CONSUMO,1,775.86,2014-09-26T23:52:01,45454,DA598342-5F2D-442A-8D7C-76A2E5687683
CONSUMO DE ALIMENTOS,1,103.45,2014-04-25T17:12:24,40000,59317AD4-BAAA-4714-B93F-2CFAF8F4EDDE
COPIA CARTA B&N 1-99 HOJAS,24,0.6,2014-08-25T21:07:14,21270,3691B252-0C18-433B-AD0D-DD199549360B
IMPRESION CARTA B&N 1-99 HOJAS,19,0.6,2014-08-25T21:07:14,21270,3691B252-0C18-433B-AD0D-DD199549360B
Cargos Administrativos,1,259,2014-09-12T12:24:04,6500,58e782d3-5180-4f8d-9c50-6a8445ff1979
Transportación Aerea,1,360,2014-09-12T12:24:04,6500,58e782d3-5180-4f8d-9c50-6a8445ff1979
ALIMENTOS Y BEBIDAS,1,102.59,2014-06-13T09:47:09,,7e14ec29-a5de-4dfe-8574-a8d1171e45b4
CONSUMO,1,250,2014-09-01T20:49:12,73800,157A5353-D040-4286-A636-CF86D4434639
CONSUMO,1,216.38,2014-06-05T15:03:55,36620,B662C63F-2320-45FD-A1E0-A3F313C6F711
SERVICIO,1,25,2014-06-05T15:03:55,36620,B662C63F-2320-45FD-A1E0-A3F313C6F711
ALIMENTOS Y BEBIDA,1,102.41,2014-08-28T22:16:57,2230,3CDEC044-E763-4ED9-BCBA-E1101377E58A
CONSUMO SEGÚN FOLIO 4911 DE FECHA 27/03/2014,1,109.48,2014-03-31T15:15:40,15620,a50e4166-9e2a-4db4-8f34-985cf385a256
.,1,620.68966,2014-06-10T21:25:24,82110,7BC6BA5E-57CD-4DA3-84EC-D2043B5933C5
CONSUMO DE ALIMENTOS,1,260.78,2014-04-14T13:47:52,32618,ef62b614-b677-4689-ba79-bb1254508cbc
"Consumo de Alimentos, Ticket: 12853720223144",1,275.86,2014-07-09T22:36:39,87390,EA09CEFA-2B6E-46F4-A34B-8B1C2F13C0D2
ALIMENTOS Y BEBIDA,1,150,2014-09-29T19:40:43,52006,2E6AC0EA-AAF0-4244-8E1F-A8B702464EF9
ALIMENTOS Y BEBIDA,1,85.34,2014-09-29T19:40:43,52006,2E6AC0EA-AAF0-4244-8E1F-A8B702464EF9
JUMEX JUGO NARANJA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX JUGO NARANJA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
ADES JUGO GUANABANA,1,17.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
ADES JUGO GUANABANA,1,17.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX JUGO MANZANA,1,17.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
OS ARAN LIGHT 1LT,1,22.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
CUETARA HOJALD CHOC,1,31.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
CUETARA HOJALD CHOC,1,31.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
CUETARA HOJALD CHOC,1,31.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
POLVORON GLASEAD 432,1,26.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
OS ARAN LIGHT 1LT,1,22.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
UNICO FRESCO NAR S/P,1,23.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
UNICO FRESCO NAR S/P,1,23.2,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX JUGO MANZANA,1,17.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANUP BEBIBLE FRESA,1,44.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
YAKULT BEBI NATURAL,1,23.8,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
YAKULT BEBI NATURAL,1,23.8,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
YAKULT BEBI NATURAL,1,23.8,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
MLA PRINCIPE 392G,1,21.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
GAMESA BARRA COCO,1,37.6,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
BOING JUGO MANZANA,1,10.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
BOING JUGO MANZANA,1,10.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANUP BEBIBLE FRESA,1,44.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
BOING JUGO MANZANA,1,10.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
BOING JUGO MANZANA,1,10.9,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CER/AZUC,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CER/AZUC,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CERE/CHO,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CERE/CHO,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI MANZ/CER,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI MANZ/CER,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
SUANDY PASTI 300G,1,58,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI MANZ/CER,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI MANZ/CER,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CERE/CHO,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
DANONE BATI CERE/CHO,1,6.3,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX JUGO PINA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX NECTAR MANZANA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX NECTAR MANZANA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
JUMEX NECTAR MANZANA,1,28,2014-08-22T09:13:08,39850,CB0D26FB-1F60-4D28-A13E-E9D8DF8CD45D
1 CONSUMO SEGUN FOLIO 9645,1,408.62,2014-04-30T16:10:17,45100,F6A8BDFE-7402-4D7A-81D1-EC0A233CBCAA
CONSUMO,1,290.52,2014-05-15T19:20:40,42084,3EAD698B-3BD1-4FCB-BE79-254210E8C3FB
CONSUMO DE ALIMENTOS,1,378.45,2014-05-16T09:09:11,91040,1CD36825-0FE3-49A8-9FB5-86D080047A79
CONSUMO,1,488.79,2014-05-14T11:06:54,82148,DB815E10-503C-4CDC-8E20-25970CCD8F0B
SERVICIOS DE ALIMENTACION Y/U OTROS SERVICIOS,1,198.22,2014-07-18T12:00:54,32315,368c415b-aa7d-4c52-9b0f-e5cf5b0fb97f
Hospedaje del 17/07/2014 al 17/07/2014,1,705.04,2014-07-18T09:18:33,33800,428359A5-8C0E-4EC3-AEE9-8054FFBC82BB
CONSUMO,1,533.62,2014-07-11T22:03:43,45116,BACF0FB7-F725-4221-96DF-E2F2665432C5
CONSUMO DE ALIMENTOS,1,1293.1,2014-08-14T18:44:45,63060,1A3E3CB2-DFF6-4A52-AB6C-DBB5758E0BB6
CONSUMO SEGÚN FOLIO 2349 DE FECHA 31/07/2014,1,138.8,2014-08-11T20:18:53,86035,0c080786-19d3-41cd-bd44-1b2539fede77
Consumo Comida,1,87.93,2014-05-21T18:23:11,83120,4698FC03-10D2-4DB1-B2BB-C6660B8F3824
Consumo,1,209.48,2014-06-05T15:55:54,76000,E0FAA6DA-D37D-459A-8EB6-727F56C8635C
ALIMENTOS Y BEBIDA,1,103.45,2014-05-31T20:26:48,16010,9BAA3CFC-4E58-4675-A32B-DA99B662A0C2
ALIMENTOS Y BEBIDA,1,156.9,2014-05-31T20:26:48,16010,9BAA3CFC-4E58-4675-A32B-DA99B662A0C2
ALIMENTOS Y BEBIDA,1,103.45,2014-05-31T20:26:48,16010,9BAA3CFC-4E58-4675-A32B-DA99B662A0C2
CONSUMO DE ALIMENTOS,1,645.26,2014-02-17T17:51:32,6740,6e5e0527-2fda-4ac1-91aa-662b23718688
Mantequilla Gde,1,209.26,2014-04-07T22:25:17,3810,9E78A768-F697-4A5A-87F9-9AA1884DED96
CONSUMO DE ALIMENTOS,1,131.9,2014-03-25T22:35:52,27100,2352D32C-59B3-498C-B3E4-FE679516EE63
ALIMENTOS Y BEBIDA,1,112.07,2014-09-08T16:36:40,14050,556DF8B3-96B7-4882-B9B7-CCBD00FFF7DF
ALIMENTOS Y BEBIDA,1,83.62,2014-09-24T18:29:25,4620,2BE4FE6C-86E1-4498-9257-29191F75697A
Hospedaje                          (  2),1,1860.17,2014-08-27T08:04:27,24030,60acd8a6-09ff-4d64-9d83-574ecba41d11
Tarifa Diaria/Day,2,112.22,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
Cobertura CDW,2,160,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
Cobertura DP,2,100,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
Cobertura PAI,2,40,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
Cobertura TPL,2,150,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
Derecho Apto/Airport Fee,1,168.67,2014-06-05T19:32:09,80200,F9FFC92B-6194-4107-A4D6-369C80E60F68
CONSUMO DE ALIMENTOS,1,146.55,2014-04-01T17:33:38,,67bf84c9-91f1-47ec-8818-c7cfb0cc7afe
CONSUMO DE ALIMENTOS,1,102.59,2014-08-07T22:03:49,75750,E52738C6-3286-49FB-AD25-B36DD8CE6E53
ALIMENTOS Y BEBIDAS - (TCK: 5 2752014 3941 ),1,1184.49,2014-05-27T20:49:35,9020,C8AF4EB4-449E-4B27-9A0C-3761CA0ECBF2
CONSUMO,1,770.69,2014-09-21T19:08:54,14320,92C77EAE-2F9A-4CE7-A1E6-2EE6B009BC9D
CONSUMO,1,172.41,2014-06-05T18:49:07,4350,3FC122CE-4A55-4581-89FF-8D80CE617FCA
"COMPLETA PIZZA HAWAIIANA 18""",2,141.11,2014-08-12T10:16:52,38010,0EB1029E-C0A8-45B8-9084-17FBD60A19E4
Gall Gamesa 406 G,2,30,2014-07-18T23:02:44,9420,49577423-BAFA-4D4F-A50F-83C80FF24729
DONA SUPREMA X6,11,27,2014-07-18T23:02:44,9420,49577423-BAFA-4D4F-A50F-83C80FF24729
Leche Lala Manzana,1,15.5,2014-07-18T23:02:44,9420,49577423-BAFA-4D4F-A50F-83C80FF24729
HERSHEY BITES ALMEND,1,11.15,2014-09-07T18:15:00,72197,C56F0C02-4716-468F-9F91-A0955CEF58D0
HERSHEY BITES ALMEND,1,11.15,2014-09-07T18:15:00,72197,C56F0C02-4716-468F-9F91-A0955CEF58D0
SURTIDO SELECCIONES,1,44.9,2014-09-07T18:15:00,72197,C56F0C02-4716-468F-9F91-A0955CEF58D0
SURTIDO SELECCIONES,1,44.9,2014-09-07T18:15:00,72197,C56F0C02-4716-468F-9F91-A0955CEF58D0
SURTIDO SELECCIONES,1,44.9,2014-09-07T18:15:00,72197,C56F0C02-4716-468F-9F91-A0955CEF58D0
CONSUMO SEGÚN FOLIO 9403 DE FECHA 17/06/2014,1,286.21,2014-07-07T22:40:31,78030,d23f6138-7e02-4d7b-8298-285ccee0b464
CONSUMO,1,90.52,2014-09-22T16:34:42,83016,98F1F578-65DC-4EE8-A49A-1B1C63B9E5DF
ETIQUETAS REDONDAS 1.9 CM,1,11.12,2014-08-27T17:39:35,2430,DFA8F6EF-E660-4DE0-A4B3-29BCC6990324
MASKING TAPE 110 GRAL 12mmx50m,1,11.12,2014-08-27T17:39:35,2430,DFA8F6EF-E660-4DE0-A4B3-29BCC6990324
PAPEL CHROMATICS 10 COL FACIA,1,50.2,2014-08-27T17:39:35,2430,DFA8F6EF-E660-4DE0-A4B3-29BCC6990324
PAPEL XEROX AZUL CARTA C/500,1,41.7,2014-08-27T17:39:35,2430,DFA8F6EF-E660-4DE0-A4B3-29BCC6990324
