Country,Country Code,Series,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
Jamaica,JAM,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.109487986,3.115778027,12.8,27.67,..
Jamaica,JAM,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Jamaica,JAM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,46.11035085,46.56124297,44.10836217,44.21525403,44.63808685,..
Jamaica,JAM,"Labor force, total",SL.TLF.TOTL.IN,..,..,1146543,1201248,1193590,1225473,1243185,..
Jamaica,JAM,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,89.15663,96.59575,..,98.88122,..,100.6562,..
Jamaica,JAM,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,93.61076,100.21328,..,99.19979,..,100.17476,..
Jamaica,JAM,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,84.75544,93.01545,..,98.56286,..,101.1159,..
Japan,JPN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,22669.59481,25592.7478,25453.61473,..
Japan,JPN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
Japan,JPN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
Japan,JPN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Japan,JPN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,22669.59481,25592.7478,25453.61473,..
Japan,JPN,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,9,9,9,..
Japan,JPN,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,461598.75,..,..,278.59293,796.5567,558.39868,..
Japan,JPN,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,224952.5625,..,..,146.88879,333.32758,381.31757,..
Japan,JPN,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,236646.2031,..,..,131.70415,463.22913,177.0811,..
Japan,JPN,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,84.11906,99.98914,..,..,..,..,..
Japan,JPN,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,84.05945,100,..,..,..,..,..
Japan,JPN,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,84.17587,99.97878,..,..,..,..,..
Japan,JPN,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,237275,238263,263870,..
Japan,JPN,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Japan,JPN,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,2003.647047,9307.839295,25123.63179,42522.06659,37299.64413,35781.17005,42909.23415,..
Japan,JPN,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,3.54924,3.34887,3.57249,..
Japan,JPN,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Japan,JPN,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,0.09505,0.09272,0.1015,..
Japan,JPN,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,1.26765,1.24395,1.32004,..
Japan,JPN,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,1.44138,1.33126,1.39113,..
Japan,JPN,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,0.84473,1.01169,1.13992,..
Japan,JPN,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,1.07866,1.29087,1.54562,..
Japan,JPN,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,0.62189,0.74562,0.7535,..
Japan,JPN,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,21.20000076,..,35,39.5,..,..
Japan,JPN,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,43.5,..,45.90000153,..,..,..
Japan,JPN,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,47.09999847,..,50.40000153,..,..,..
Japan,JPN,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,45.40000153,..,47.70000076,..,..,..
Japan,JPN,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,33.20000076,..,16.39999962,61.09999847,..,..
Japan,JPN,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,31.60000038,..,17.20000076,60.5,..,..
Japan,JPN,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,29.89999962,..,17.79999924,60.09999847,..,..
Japan,JPN,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.020293683,1.594363148,29.99074036,66.9210661,78.21,..
Japan,JPN,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,17.79999924,..,33.20000076,38.79999924,..,..
Japan,JPN,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,24.89999962,..,36.29999924,39.90000153,..,..
Japan,JPN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,40.79082062,40.47795332,40.67253408,41.28169002,42.47903356,..
Japan,JPN,"Labor force, total",SL.TLF.TOTL.IN,..,..,63776258,66875024,67574865,66632180,66740831,..
Japan,JPN,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,102.43717,102.59128,..,..,..,..,..
Japan,JPN,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,102.65464,102.7385,..,..,..,..,..
Japan,JPN,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,102.22992,102.45122,..,..,..,..,..
Jordan,JOR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,7837.500175,..,..,..
Jordan,JOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,87.00581,89.20774,95.15623
Jordan,JOR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,91.13075,92.55104,96.66592
Jordan,JOR,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,0.91415,0.93151,0.96977
Jordan,JOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,95.17645,95.76724,98.1224
Jordan,JOR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Jordan,JOR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,7837.500175,..,..,..
Jordan,JOR,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,10,10,10,..
Jordan,JOR,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,22774.04688,19933.35742,..,4648.50977,6096.28711,..,..
Jordan,JOR,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,12406.01172,10360.09277,..,2316.10352,3135.5542,..,..
Jordan,JOR,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,10368.03613,9573.26367,..,2332.40625,2960.73267,..,..
Jordan,JOR,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,90.6183,..,..,..,98.38649,99.12896,..
Jordan,JOR,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,90.75914,..,..,..,98.15221,99.07779,..
Jordan,JOR,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,90.49819,..,..,..,98.61098,99.17815,..
Jordan,JOR,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,81629,..,109041,..
Jordan,JOR,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Jordan,JOR,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,424.084711,1792.622109,1312.280348,1603.682153,1763.169472,2326.495159,4370.721045,..
Jordan,JOR,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Jordan,JOR,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Jordan,JOR,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,0.02385,0.0149,..
Jordan,JOR,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,2.29625,3.05001,..
Jordan,JOR,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,2.20318,2.57941,..
Jordan,JOR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
Jordan,JOR,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
Jordan,JOR,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
Jordan,JOR,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,17.20000076,20.60000038,26.29999924,..
Jordan,JOR,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,23.89999962,24.79999924,21.39999962,..
Jordan,JOR,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,46.29999924,39.79999924,31,..
Jordan,JOR,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,27.29999924,27,23.10000038,..
Jordan,JOR,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,19.5,14.69999981,14.5,..
Jordan,JOR,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,52.29999924,50.29999924,49.09999847,..
Jordan,JOR,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,58.40000153,56.79999924,57,..
Jordan,JOR,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.02323392,2.623275422,12.93285205,27.2,..
Jordan,JOR,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,31.29999924,44.29999924,53.59999847,..
Jordan,JOR,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,14.60000038,16.29999924,20.20000076,..
Jordan,JOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,10.98540217,13.1723013,14.28151814,14.51512905,17.80503366,..
Jordan,JOR,"Labor force, total",SL.TLF.TOTL.IN,..,..,668387,1050143,1218806,1369385,1619059,..
Jordan,JOR,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..
Jordan,JOR,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..
Jordan,JOR,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,99.77568
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.79017
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,0.99969
Kazakhstan,KAZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,99.80656
Kazakhstan,KAZ,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,9,9,10,..
Kazakhstan,KAZ,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,7233.03564,..,1335.41687,2949.05908,4116.94939
Kazakhstan,KAZ,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,694.46326,..,525.00873,1004.26703,2109.23689
Kazakhstan,KAZ,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,6538.57227,..,810.4082,1944.79211,2007.7125
Kazakhstan,KAZ,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,98.92651,99.97696,99.96379,..
Kazakhstan,KAZ,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,97.82011,99.95273,99.92605,..
Kazakhstan,KAZ,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,100,100,100,..
Kazakhstan,KAZ,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,5958,9073,7956,8526
Kazakhstan,KAZ,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,2685,4145,3604,3931
Kazakhstan,KAZ,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,721229,716758,609227,589206
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,1647.463231,1288.239052,1229.000958,3771.278957,9070.649972,..
Kazakhstan,KAZ,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,2.26353,..,..
Kazakhstan,KAZ,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,0.08767,..,..
Kazakhstan,KAZ,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,0.08682,..,..
Kazakhstan,KAZ,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,12.22694,..,..,77.92926
Kazakhstan,KAZ,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,12.53282,..,..,76.43594
Kazakhstan,KAZ,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,11.92679,..,..,79.36514
Kazakhstan,KAZ,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,26.29999924,..
Kazakhstan,KAZ,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,40.79999924,..
Kazakhstan,KAZ,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,39.09999847,..
Kazakhstan,KAZ,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,40,..
Kazakhstan,KAZ,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,31.39999962,..
Kazakhstan,KAZ,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,33.70000076,..
Kazakhstan,KAZ,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,35.90000153,..
Kazakhstan,KAZ,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.011302355,0.668594403,2.961707492,31.6,..
Kazakhstan,KAZ,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,29.5,..
Kazakhstan,KAZ,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,23.29999924,..
Kazakhstan,KAZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,47.02871152,47.68442747,49.2335459,49.18194919,49.38976738,..
Kazakhstan,KAZ,"Labor force, total",SL.TLF.TOTL.IN,..,..,7819823,7711419,7549180,7945350,8848347,..
Kazakhstan,KAZ,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,94.63088,94.56286,101.02932,107.98102
Kazakhstan,KAZ,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,98.64667,92.44804,99.99928,109.36599
Kazakhstan,KAZ,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,90.75773,96.64911,102.02395,106.67186
Kenya,KEN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Kenya,KEN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,77.89298,..,..,74.89713
Kenya,KEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,82.22907,..,..,77.96503
Kenya,KEN,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,0.89026,..,..,0.9237
Kenya,KEN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,87.49467,..,..,81.08379
Kenya,KEN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Kenya,KEN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Kenya,KEN,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..
Kenya,KEN,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,453910.25,..,..,..,248911.0781,..,..
Kenya,KEN,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
Kenya,KEN,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
Kenya,KEN,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,91.63237,80.66235,..,..,..,..,..,..
Kenya,KEN,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,78.42435,73.37851,..,..,..,..,..,..
Kenya,KEN,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,100,87.19844,..,..,..,..,..,..
Kenya,KEN,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,67822,..,..
Kenya,KEN,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,33014,..,..
Kenya,KEN,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,720464,..,..
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,142.4974185,446.6042115,365.6178212,330.4831218,408.9818683,530.0821579,991.8505451,..
Kenya,KEN,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,7.33565,5.44536,..
Kenya,KEN,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kenya,KEN,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kenya,KEN,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kenya,KEN,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Kenya,KEN,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,1.08771,..,..,..
Kenya,KEN,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,0.86809,..,..,..
Kenya,KEN,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,1.30618,..,..,..
Kenya,KEN,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.000727482,0.318059714,3.101897702,14,..
Kenya,KEN,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,47.26852935,47.02269881,46.73189891,46.51091726,46.49283574,..
Kenya,KEN,"Labor force, total",SL.TLF.TOTL.IN,..,..,8997534,10513901,11797233,13139098,15391124,..
Kenya,KEN,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..
Kenya,KEN,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..
Kiribati,KIR,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
Kiribati,KIR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
Kiribati,KIR,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Kiribati,KIR,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Kiribati,KIR,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..
Kiribati,KIR,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,..,..
Kiribati,KIR,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
Kiribati,KIR,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
Kiribati,KIR,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,18.1388,35.02135,..,..,..,..,..
Kiribati,KIR,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,18.64952,34.79853,..,..,..,..,..
Kiribati,KIR,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,17.64706,35.2439,..,..,..,..,..
Kiribati,KIR,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,..,..
Kiribati,KIR,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Kiribati,KIR,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,279.3083282,470.7709806,392.3970541,741.1916122,799.8566112,1149.688033,1465.504574,..
Kiribati,KIR,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
